Response Received Date,Interaction Id,Overall Experience-Value,Comments,Feedback Category,Subcategory,Survey Source
,2/2/2023,3,"I am using a mobile phone, and when you type in the code ""READS"" it comes up with a whole list of books....however you cannot see the full title of these books without clicking on each one.  It would be nice to see the full title or at the very least, search by genre.",Website,Mobile Compatibility,Book Clubs Website Survey
,2/2/2023,3,"kinda hard to navigate, site keeps asking me to log in over and over",Website,Layout/Navigation,Book Clubs Website Survey
,2/2/2023,3,"This site is not user friendly and was quite difficult for me to manage. I was using on my mobile so perhaps that is why, but I couldn’t tell what books, if any, the teacher had recommended?!?",Website,Mobile Compatibility,Book Clubs Website Survey
,2/2/2023,3,very difficult to search website for all available options. love the concept of helping my kid's teacher though!,Website,Filter/Search Function,Book Clubs Website Survey
,2/2/2023,3,Great childhood memories of picking out my own books as a kid - so fun to pass on to my daugher!,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,3,LOVE Scholastic for my kids!,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,4,looking fo a book that was not available,Out of Stock,Out of Stock,Book Clubs Website Survey
,2/2/2023,4,"Please offer more variety of low cost/ $1 books. It is nice to have the weekly specials but it would be much better to offer a picture book and a chapter book each week at a special price. As a teacher I give books as prizes, gifts and rewards to my students and I have had to seriously cut back because I just can't afford it without the $1 choices that used to be available.  Please find ways to do this OTHER than forcing my to have a book  total of $75 in order to access the affordable books.",Price,Price,Book Clubs Website Survey
,2/2/2023,4,Searching for  a certain children's book and it's not on here.  When updating my second child's information the website quit responding several times.,Website,Lagging,Book Clubs Website Survey
,2/2/2023,4,"the website is laid out oddly.  Its hard to look at books without a specific number.  It doesnt show the books in a common sense order.   And, until you click on one, you really don't see the others in that particular category.  There should be a better way to sort the books by category or ""kids interest"".   Sadly, Amazon has a much better selection.",Website,Layout/Navigation,Book Clubs Website Survey
,2/2/2023,4,There seems to be a lot of lag. That may be the internet on my side.,Website,Lagging,Book Clubs Website Survey
,2/2/2023,4,Wish there were more ways for the kiddos to earn free books as well. Mine love to read and I never will turn down buying for them but when you have multiple sometimes it is expensive too. Its nice when you can earn free books,Price,Price,Book Clubs Website Survey
,2/2/2023,4,customer service helped solve my problem.    Books have really gone up.,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,4,I appreciate more dollar books - thank you.,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,4,no,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,5,I am unable to find the books my son had chosen from his book order flyer.,Website,Filter/Search Function,Book Clubs Website Survey
,2/2/2023,5,"I would love to be able to search books with the filter ""$1 books"" to make finding them much easier.  Thank you!",Website,Filter/Search Function,Book Clubs Website Survey
,2/2/2023,5,There was a little trouble getting pay pal and scholastic to communicate today.,Possible TRF,Checkout Error,Book Clubs Website Survey
,2/2/2023,5,Always a great experience!,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,5,Easy to use website,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,5,Excellent selection of books and included a free book with my purchase. My son will enjoy his books just as I did as a curious kid in love with reading and books.,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,5,I really like the digital flyers. Thank you.,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,5,Thanks,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,2/2/2023,5,This is a great and easy way to order books!,Thanks/Praise,Thanks/Praise,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,2,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,1,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/25/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
